Title,Size(m2),#Room,Price(TL),Date,District, Neigborhood, Address,Page Number
HUKUKÇULARDA GÜZEL KONUMDA BAKIMLI ŞIK BOŞ DAİRE,160,3+1,40000,04-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,47
,,,NA,2023-07-20,,NA,,47
ORTAKÖY'DE YENİ BİNADA ÇİFT TERASLI ASANSÖRLÜ 1+1 EŞYALI KİRALIK,110,1+1,25000,04-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,47
Beşiktaş Deniz Manzaralı 4+1 Konut ve İşyerine Uygun,170,4+1,45000,04-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,47
İSTANBUL BEŞİKTAŞ YILDIZLI'DA 2+1 EŞYALI KİRALIK DAİRE,80,2+1,24000,04-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,47
Beşiktaş carşıda temiz 2 +1 daire,85,2+1,18200,04-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,47
Fulya Dikilitaş Selenium Twins Yakını Modern 2+1 Mobilyalı,120,2+1,24500,06-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,48
ETİLER 3+1Otoparklı KİRALIK EV Boğaziçi Üni. Yanı,110,3+1,35000,04-07-2023,Etiler,NA,Etiler,48
BEŞİKTAŞ TA 2+1 LÜX EŞYALI DAİRE,110,2+1,25000,04-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,48
Remax Abc M.Selçuk Kalay'dan 2+1 Eşyalı Kiralık Akatlar Beşiktaş,120,2+1,70000,04-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,48
BESİKTAŞ ABBASAĞA'DA FUL MOBİLYALI İÇİ YENİ 2+1 KİRALİK DAİRE,85,2+1,20000,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,48
Dikilitaş meydan da eşyalı temiz daire,150,3+1,20000,04-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,48
ULUS MAKSİMUM EVLER SİTESİ KİRALIK 4+1 BAHÇE DUBLEKS,250,4+1,150000,05-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,48
AKAT SARAYLAR BELDESİ SİTESİ'NDE KİRALIK 4+1 DUBLEKS DAİRE,175,4+1,40000,07-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,48
Levent Birlik Sokakta Giriş kat 3+1 daire,110,3+1,24000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,48
Arnavutköy'de Muhteşem Boğaz Manzaralı 1+1 Kiralık Daire,50,1+1,27500,04-07-2023,Bebek,NA,Bebek,48
"BEBEK'TE KİRALIK BOĞAZ MANZARALI, OTOPARK'LI HARİKA DAİRE (BOŞ)",165,2+1,60000,04-07-2023,Bebek,NA,Bebek,48
ZORLU AVM YAKININDA AYDIN SİTESİ 3+1 KİRALIK ARAKAT DAİRE,165,3+1,45000,04-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,48
BEŞİKTAŞ DOĞA MANZARALI 2+1 TEMIZ,70,2+1,15500,04-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,48
Arnavutköy'de Full Boğaz Manzaralı Cadde Üzerinde Lüx Daire,160,3+1,185000,05-07-2023,Arnavutköy,Arnavutköy Mh.,Arnavutköy Arnavutköy Mh.,48
ETİLER ALKENTE KOMŞU BAHÇE KULLANIMLI 3+1 110 m2 MOBİLYALI,110,3+1,40000,05-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,48
KONAK EMLAK EŞYALI 2+1 TERAS KAT KAHVE DÜNYASINA YAKIN,90,2+1,20000,06-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,48
ETİLER SARIKONAKLAR GÜZEL KONUMDA BAKIMLI 4+1,200,4+1,140000,04-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,48
TAM MERKEZDE 2+1 TERS DUBLEKS 6 YAŞINDA YENİ BİNA EŞYALI DAİRE,90,2+1,17300,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,48
BEŞİKTAŞ NÜZHETİYE CADDESİNE YAKIN MOBİLYALI KİRALIK DAİRE,90,2+1,26000,04-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,48
BARBAROS BULVARI YAKINI GİRİŞ 2+1 MUKADDER EMLAK,85,2+1,16000,06-07-2023,Gayrettepe,NA,Gayrettepe,48
"BEŞİKTAŞ VİŞNEZADE'DE,MODERN VE TEMİZ,FULL EŞYALI KİRALIK DAİRE",100,2+1,35000,04-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,49
Diamond dan Gayrettepede Bahçeli Kiralık 80 m2 2+1 Eşyalı Daire,80,2+1,25000,04-07-2023,Gayrettepe,NA,Gayrettepe,49
"METE'den Ulus Sol Koruda,Deniz Manzaralı,Bah çeli,Emsaliz Kiralık",326,5+1,235000,08-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,49
FDN'den Ortaköyde Boğaz Manzaralı Dublex 2+1,220,2+1,32750,05-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,49
Arnavutköy Üstü Deniz Manzaralı Kiralık 2+1 Daire,100,2+1,35000,04-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,49
İŞTE BU! HEM FERAH-HEM DE GUNEŞ ALAN YENİLENMİŞ KEYİFLİ/DAİRE,125,3+1,30000,04-07-2023,Etiler,NA,Etiler,49
4. LEVENT KOZA SİTESİ 3+1 KİRALIK DAİRE,140,3+1,32000,04-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,49
MAÇKA RESIDENCE'DA EŞSİZ BOĞAZ MANZARALI 3.5+1 DAİRE,262,3.5+1,200000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,49
ÖZEL TASARIMLI LEVENT METROYA 1 DK SIFIR 1+1 KİRALIK DAİRE,65,1+1,25000,10-07-2023,Levent,NA,Levent,49
MERKEZDE BOĞAZ MANZARALI 3+1 EŞYALI GENİŞ TERASLI DUBLEX,140,3+1,25000,05-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,49
ARTI EMLAK'TAN BEŞİKTAŞ'TA KİRALIK DAİRE!,65,1+1,12000,04-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,49
TEŞVİKİYE YAKINI.......GENİŞ 2+1........,100,2+1,18000,04-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,49
MURADİYEDE YENİ BİNA ASANSÖR ve EŞYALI 3+1 KİRALIK DAİRE,130,3+1,38000,04-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,49
Levent sporcular parkı karşısında 150 m2 3+1 daire,160,3+1,35000,04-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,49
AKATLARDA OTOPARKLI ASANSÖRLÜ 3+1 KİRALIK,120,3+1,19000,04-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,49
ORTAKÖY'DE CADDEDE SAHİLE 2 DK MESAFEDE ÇATI DUBLEKS FULL EŞYALI,140,2+1,30000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,49
ABBASAĞA PARKINA 50 METRE MESAFEDE FULL EŞYALI 1+1 KOMBİLİ,40,1+1,14000,06-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,49
Çevirmeci sokakta 3+1 tadilatli çok temiz sahibinden kiralık,140,3+1,29000,03-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,49
ZORLU YANI SELENİUM CİTY 3+1 LÜKS EŞYALI KİRALIK DAİRE FOR RENT,188,3+1,200000,04-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,49
YB GM'den THY Sitesi'nde Kiralık 3+1 Daire,150,3+1,40000,04-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,49
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,50
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,50
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,50
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,50
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,50
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,50
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,50
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,50
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,50
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,50
,,,NA,2023-07-20,,NA,,50
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,50
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,50
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,50
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,50
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,50
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,50
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,50
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,50
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,50
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,50
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,51
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,51
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,51
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,51
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,51
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,51
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,51
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,51
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,51
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,51
,,,NA,2023-07-20,,NA,,51
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,51
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,51
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,51
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,51
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,51
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,51
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,51
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,51
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,51
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,51
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,52
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,52
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,52
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,52
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,52
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,52
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,52
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,52
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,52
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,52
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,52
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,52
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,52
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,52
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,52
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,52
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,52
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,52
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,52
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,52
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,53
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,53
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,53
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,53
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,53
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,53
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,53
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,53
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,53
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,53
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,53
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,53
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,53
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,53
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,53
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,53
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,53
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,53
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,53
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,53
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,54
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,54
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,54
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,54
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,54
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,54
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,54
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,54
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,54
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,54
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,54
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,54
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,54
,,,NA,2023-07-20,,NA,,54
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,54
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,54
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,54
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,54
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,54
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,54
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,54
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,55
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,55
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,55
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,55
